SKU,cena_hurtowa,cena_detaliczna,stan
CHARM221,39.00,124.72,3
CHARM222,37.00,118.33,3
CHARM215,36.00,115.13,3
CHARM218,36.00,115.13,3
CHARM224,36.00,115.13,3
CHARM214,35.00,111.93,3
CHARM217,36.00,115.13,3
AP12031,31.00,99.14,3
AP12057,36.00,115.13,3
CHARM289,31.00,99.14,0
AP12027,23.00,73.55,0
AP12065,36.00,115.13,3
AP12037,19.00,60.76,3
AP12010,19.00,60.76,3
AP12016,26.00,83.15,3
AP12013,25.00,79.95,3
AP12015,19.00,60.76,0
CHARM284,20.00,63.96,3
CHARM285,20.00,63.96,3
CHARM275,26.00,83.15,3
AP12024,19.00,60.76,0
CHARM283,20.00,63.96,3
AP12008,17.00,54.37,0
AP12032,17.00,54.37,3
AP12021,21.00,67.16,3
CHARM286,20.00,63.96,3
AP12017,23.00,73.55,0
AP12034,21.00,67.16,0
CHARM277,22.00,70.36,3
AP12018,19.00,60.76,3
AP12019,19.00,60.76,0
AP12004,17.00,54.37,3
AP12006,19.00,60.76,3
CHARM288,20.00,63.96,3
AP12007,17.00,54.37,0
AP12022,17.00,54.37,3
AP12026,17.00,54.37,3
AP12023,19.00,60.76,3
CHARM287,20.00,63.96,3
CHARM274,28.00,89.54,3
CHARM282,26.00,83.15,3
CHARM281,23.00,73.55,3
CHARM280,23.00,73.55,3
AP12020,29.00,92.74,3
AP12029,24.00,76.75,3
AP12033,29.00,92.74,3
AP12011,28.00,89.54,0
AP12062,26.00,83.15,0
AP12036,25.00,79.95,0
AP12005,19.00,60.76,3
AP12025,29.00,92.74,0
AP12028,29.00,92.74,3
AP12063,21.00,67.16,3
AP12009,28.00,89.54,0
AP12064,19.00,60.76,0
AP12035,22.00,70.36,3
AP12058,21.00,67.16,0
AP12030,21.00,67.16,3
AP12012,25.00,79.95,3
AP12014,19.00,60.76,3
CHARM276,34.00,108.73,3
CHARM272,29.00,92.74,3
AP12066,31.00,99.14,3
CHARM273,24.00,76.75,3
CHARM279,21.00,67.16,0
AP12060,37.00,118.33,0
AP12059,37.00,118.33,0
CHARM290,31.00,99.14,3
CEL334BG14K,179.00,396.31,0
CEL335NG8K,134.00,329.64,0
CEL334NG8K,161.00,396.06,3
CEL391EG14K,287.00,635.42,0
PL0212KG8K,147.00,361.62,3
AS389BG14K,406.00,848.95,0
AS389NG14K,492.00,1028.77,0
AS389NG8K,281.00,622.13,0
AS389BG8K,242.00,535.79,0
PL0596NG14K,350.00,731.85,0
PL0596BG14K,254.00,562.36,0
CEL397NG14K,439.00,917.95,0
AS392NG14K,422.00,882.40,0
CEL337BG14K,319.00,706.27,0
AS400BG8K,359.00,750.67,0
AS404BG8K,389.00,813.40,3
AS405BG8K,530.00,1108.23,3
AS402BG8K,414.00,865.67,0
AS403BG8K,488.00,1020.41,3
AS396BG8K,205.00,453.87,3
AS395BG8K,251.00,555.71,3
KP0114EG14K,251.00,555.71,0
KP0349EG14K,341.00,713.03,3
KP0338EG14K,383.00,800.85,0
KP0336E,312.00,690.77,0
KP0431E,268.00,593.35,0
KP0366E,463.00,968.13,3
KP0018EG14K,407.00,851.04,0
KP0254EG14K,466.00,974.41,3
KP0003EG14K,506.00,1058.05,3
KP0166EG14K,305.00,675.27,0
KP0150EG14K,318.00,704.05,0
KP0249EG14K,366.00,765.31,0
KP0255E,387.00,809.22,3
KP0182EG14K,415.00,867.76,3
KP0248EG14K,380.00,794.58,0
KP0105EG14K,293.00,648.70,3
KP0221E,354.00,740.21,0
KP0049E,496.00,1037.14,3
KP0278EG14K,420.00,878.22,0
KP0343EG14K,338.00,706.76,0
KP0009E,443.00,926.31,3
KP0161EG14K,311.00,688.55,0
KP0015EG14K,414.00,865.67,0
KP0020E,430.00,899.13,0
KP0333E,281.00,622.13,0
KP0348E,402.00,840.58,0
KP0360EG14K,375.00,784.12,0
KP0003PG14K,177.00,391.88,0
KP0018PG14K,200.00,442.80,0
KP0015PG14K,249.00,551.29,3
KP0049,196.00,433.94,0
KP0166PG14K,143.00,351.78,0
KP0248PG14K,179.00,396.31,0
KP0150PG14K,161.00,396.06,3
KP0343PG14K,154.00,378.84,0
KP0182PG14K,189.00,418.45,3
KP0221,152.00,373.92,0
KP0249PG14K,177.00,391.88,0
KP0020,188.00,416.23,0
KP0278PG14K,198.00,438.37,0
PAP0518G14K,285.00,630.99,0
KLY2077G14K,535.00,1118.68,3
KLY2557G14K,440.00,920.04,0
KLY2509G14K,439.00,917.95,3
KLY2001PG14K,406.00,848.95,0
KP0333,110.00,297.66,0
KP0348,169.00,374.17,0
KP0360PG14K,191.00,422.87,0
KP0009,178.00,394.09,0
KP0338PG14K,176.00,389.66,0
KP0349PG14K,147.00,361.62,0
KP0366,183.00,405.16,0
KP0254G14K,208.00,460.51,3
KP0255,167.00,369.74,0
KP0114PG14K,101.00,273.31,0
KP0336,131.00,322.26,0
KP0161PG14K,144.00,354.24,0
1397BRG8K,95.00,257.07,0
1397NG8K,144.00,354.24,0
1397NG14K,312.00,690.77,0
PAP0260G14K,179.00,396.31,0
AH4498BRH,85.00,230.01,3
AH2246BBRH,74.00,218.45,3
AH4979BRH+WB,41.00,121.03,0
AH4499BRH,70.00,206.64,0
AH4979BRH+WS,41.00,121.03,3
AH4979BRH+WP,41.00,121.03,3
AH4968BRH+WB,36.00,115.13,0
AH4968BRH+WS,36.00,115.13,3
AH4968BRH+WP,37.00,118.33,3
AH4549BRH+WB,50.00,147.60,0
AH4549BRH+WP,50.00,147.60,3
AH4549BRH+WS,50.00,147.60,0
AH4547BRH+WB,48.00,141.70,0
AH4547BRH+WP,48.00,141.70,3
AH4547BRH+WS,48.00,141.70,3
AH4544BRH+WB,56.00,165.31,0
AH4544BRH+WP,56.00,165.31,0
AH4544BRH+WS,56.00,165.31,0
AH4537BRH,59.00,174.17,0
AH4533BRH,62.00,183.02,0
AH4620BRH,55.00,162.36,0
AS7751,77.00,227.30,0
AN464NR,40.00,127.92,0
AN717NY,28.00,89.54,3
SN-4250NRH,48.00,141.70,0
AN462NR,44.00,129.89,0
AN464NY,40.00,127.92,0
AC130838NR,40.00,127.92,0
CEL17B,29.00,92.74,3
SETEW002B,39.00,124.72,3
SETEB002B,39.00,124.72,3
SETEP002B,39.00,124.72,3
ALSS0485BY,94.00,254.36,3
ALSS0484BRH,37.00,118.33,0
ALSS0485BRH,105.00,284.13,3
ALSS0484BY,35.00,111.93,0
CEL363BY,39.00,124.72,3
CEL364BY,24.00,76.75,3
CEL365BY,33.00,105.53,3
CEL357BY,26.00,83.15,3
CEL359BY,31.00,99.14,3
CEL359BY HEART+A,31.00,99.14,3
CEL358BY,31.00,99.14,3
CEL358BY HEART+M,31.00,99.14,3
CEL362BY,31.00,99.14,3
CEL362BY HEART+K,31.00,99.14,3
CEL357BRH,26.00,83.15,0
CEL364BRH,28.00,89.54,0
CEL365BRH,35.00,111.93,0
CEL359BRH,32.00,102.34,3
CEL359BRH HEART+A,32.00,102.34,3
CEL362BRH,32.00,102.34,3
CEL362BRH HEART+K,32.00,102.34,3
CEL358BRH,32.00,102.34,3
CEL358BRH HEART+M,32.00,102.34,3
CEL363BRH,40.00,127.92,3
CEL363BRH,40.00,127.92,3
LRD4MM8KP,177.00,391.88,0
LRD3MM8KP,125.00,307.50,0
LRD5MM8KP,195.00,431.73,0
LU023G8KRED,74.00,218.45,0
HL-100GROLG14K20CM,278.00,615.49,0
LU017G8KBLACK,53.00,156.46,0
LU019G8KBLACK,125.00,307.50,0
LU021G8KBLACK,86.00,232.72,0
KSB-575,84.00,227.30,0
KSB-576,99.00,267.89,0
578-KSB,74.00,218.45,0
B-490,133.00,327.18,0
B-576,158.00,388.68,0
578-B,178.00,394.09,0
578-ZB,84.00,227.30,0
B-575,157.00,386.22,0
ZB-575,41.00,121.03,0
ZB-576,81.00,239.11,0
KB-373,51.00,150.55,0
SP03796B,20.00,63.96,0
AE17517ERH,21.00,67.16,3
CEL357KRH,36.00,115.13,0
CEL357KY,36.00,115.13,3
CEL358NRH,37.00,118.33,3
CEL358NRH HEART+M,37.00,118.33,3
ALSS0484NRH,69.00,203.69,0
CEL361NRH+P,50.00,147.60,0
CEL357NRH,33.00,105.53,0
CEL364NRH,32.00,102.34,3
CEL365NRH,41.00,121.03,0
CEL359NRH,36.00,115.13,3
CEL359NRH HEART+A,36.00,115.13,3
CEL362NRH,35.00,111.93,3
CEL362NRH HEART+K,35.00,111.93,3
CEL363NRH,44.00,129.89,3
CEL363NRH,44.00,129.89,3
CEL360NRH+J,48.00,141.70,0
CEL360NY+J,45.00,132.84,0
CEL361NY+P,46.00,135.79,0
CEL357NY,32.00,102.34,3
CEL363NY,45.00,132.84,3
CEL364NY,29.00,92.74,3
CEL359NY,34.00,108.73,3
CEL359NY HEART+A,34.00,108.73,3
CEL358NY,35.00,111.93,3
CEL358NY HEART+M,35.00,111.93,3
CEL365NY,37.00,118.33,3
CEL362NY,34.00,108.73,3
CEL362NY HEART+K,34.00,108.73,3
CHARM278,34.00,108.73,3
AP12061,40.00,127.92,3
SY039,36.00,115.13,3
GS001,35.00,111.93,3
GS085-5,39.00,124.72,0
DZ020,36.00,115.13,0
DZ048,29.00,92.74,3
DZ094-1RH,55.00,162.36,3
CHARM258,62.00,183.02,0
SY055RH,24.00,76.75,0
GS045,44.00,129.89,0
AE3093RH,24.00,76.75,0
AE3093Y,25.00,79.95,0
DZ090,55.00,162.36,3
DZ085,56.00,165.31,3
BEAD85,23.00,73.55,0
BEAD86,23.00,73.55,0
AE17707ERH,15.00,57.20,0
AE17768ERH,15.00,57.20,0
SEJ0065A,15.00,57.20,3
AE17554ERH,22.00,70.36,3
AE17699ERH,12.00,45.76,3
AE17708ERH,23.00,73.55,0
AE17710ERH,17.00,54.37,0
PJ-0253E1,32.00,102.34,0
MVE-0151,30.00,95.94,3
MVE-0152,35.00,111.93,3
AE17518ERH,23.00,73.55,3
AE17540ERH,19.00,60.76,0
ALSS0480NY,67.00,197.78,0
ALSS0480NRH,72.00,212.54,0
AS8088-1,21.00,67.16,3
AS7257WHITE,33.00,105.53,0
AS7531SETRH,44.00,129.89,0
AS7532,36.00,115.13,0
AS7533,36.00,115.13,3
AS7537RH,51.00,150.55,0
AS7538,32.00,102.34,0
TE6161,47.00,138.74,3
TE6161 X,47.00,138.74,3
AE2322,17.00,54.37,3
AE355,14.00,53.38,3
AC130713RH,26.00,83.15,3
AE4268RH,13.00,49.57,3
AE486RH,21.00,67.16,3
AE911RH,20.00,63.96,3
SE05160A,21.00,67.16,3
SE05213A,25.00,79.95,3
EA51736,17.00,54.37,0
SE05159A,22.00,70.36,3
SE05105A,20.00,63.96,3
MMAL0191S,23.00,73.55,0
AE4657,15.00,57.20,3
AE9034,33.00,105.53,0
AE5625R,15.00,57.20,3
AE4659RH,23.00,73.55,0
AE8516,32.00,102.34,0
AE9165,31.00,99.14,3
AE9163,22.00,70.36,3
2E18688,26.00,83.15,3
2E18694,35.00,111.93,3
2E18693,30.00,95.94,3
2E20048,24.00,76.75,3
2E20304,26.00,83.15,3
ME02809A,24.00,76.75,3
ME03743A,22.00,70.36,3
ME03706A,33.00,105.53,0
SE05386A,21.00,67.16,0
SE05104A,20.00,63.96,3
SE05106A,20.00,63.96,3
SE05358A,25.00,79.95,3
SE9164,28.00,89.54,0
CN01090EG14K,400.00,836.40,0
CN03388EG14K,479.00,1001.59,0
CN04359BG14K,287.00,635.42,0
CN05171BG14K,267.00,591.14,0
NA03465BG14K,215.00,476.01,3
NA03398BG14K,256.00,566.78,0
CN03388BG14K,327.00,683.76,0
CN01090BG14K,319.00,706.27,0
CN04346BG14K,243.00,538.00,0
CN01662BG14K,263.00,582.28,0
CN00200BG14K,220.00,487.08,0
CN01577BG14K,278.00,615.49,3
NA02840BG14K,220.00,487.08,0
CN02706BG14K,447.00,934.68,3
NA02834BG14K,213.00,471.58,0
CN04358BG14K,286.00,633.20,0
NA03392BG14K,289.00,639.85,0
LB0164BG14K,366.00,765.31,3
NA02840NG14K,350.00,731.85,0
CN01090NG14K,388.00,811.31,0
CN03388NG14K,548.00,1145.87,0
NA02834NG14K,414.00,865.67,0
AT029,23.00,73.55,3
MMAL0200S,21.00,67.16,0
MMAL0201S,16.00,61.01,0
MMAL0202S,30.00,95.94,0
MMAL0199S,46.00,135.79,0
MMAL0203S,39.00,124.72,0
M/005G14K,323.00,715.12,3
M/007G14K,193.00,427.30,0
M/008G14K,298.00,659.77,0
M/009G14K,273.00,604.42,3
M/001G14K,361.00,754.85,3
M/003G14K,294.00,650.92,0
M/010G14K,698.00,1416.59,3
M/002G14K,304.00,673.06,3
M/004G14K,220.00,487.08,3
M/006G14K,343.00,717.21,3
M/011G14K,166.00,367.52,0
MCB015BRH,57.00,168.26,0
MCB016BRH,39.00,124.72,0
MCB016BY,43.00,126.94,3
MCB017BRH,46.00,135.79,0
MCB017BY,46.00,135.79,0
BR002RH,53.00,156.46,0
BR004RH,48.00,141.70,0
SV63,15.00,57.20,0
AE19206RH,19.00,60.76,0
AE12306RH,47.00,138.74,3
AE12304RH,48.00,141.70,3
AE18151RH,31.00,99.14,3
AE19067-1,12.00,45.76,3
AE19027RH,19.00,60.76,3
AE18910RH,17.00,54.37,0
AE18624RH,15.00,57.20,3
RE0129,23.00,73.55,3
AE12364RH,48.00,141.70,3
AE18616RH,19.00,60.76,3
AE19074-1,12.00,45.76,0
AE19037,20.00,63.96,3
AE12366RH,23.00,73.55,3
AE18647RH,17.00,54.37,0
AE19197RH,17.00,54.37,3
AE19073RH,22.00,70.36,3
AE19042RH,28.00,89.54,0
AE12353RH,21.00,67.16,3
E-ARH,28.00,89.54,3
E-MRH,28.00,89.54,3
AE12365RH,22.00,70.36,3
AE18872RH,23.00,73.55,0
RE0133RH,40.00,127.92,0
RE0136RH,24.00,76.75,0
E-AY,28.00,89.54,3
E-KRH,23.00,73.55,0
E-KY,23.00,73.55,3
E-MY,29.00,92.74,3
PE0581,14.00,53.38,0
AE13020RH/HUGGIE,41.00,121.03,3
RE0051RH,13.00,49.57,0
AE12947RH,24.00,76.75,3
AE12944RH,23.00,73.55,3
AE12935RH,23.00,73.55,3
AE12953,22.00,70.36,3
ŁYŻ-11C,182.00,402.95,3
BR003RH,47.00,138.74,3
PAS283-1,28.00,89.54,0
BR001RH,48.00,141.70,0
BR005RH,48.00,141.70,3
BR006RH,53.00,156.46,3
AN452NR,31.00,99.14,0
AN452BR,20.00,63.96,0
AN452BY,20.00,63.96,0
FC0036,43.00,126.94,0
20332E,71.00,209.59,3
13504E,76.00,224.35,0
16213E,78.00,230.26,0
14084E,92.00,248.95,0
14085E,113.00,305.78,3
16314E,126.00,309.96,3
17528E,103.00,278.72,3
17559E,133.00,327.18,3
17037E,84.00,227.30,0
29295E,95.00,257.07,3
29731E,113.00,305.78,0
29732E,100.00,270.60,3
29850E,90.00,243.54,0
20565P,26.00,83.15,0
28432E,110.00,297.66,3
13040P,48.00,141.70,0
14121P,61.00,180.07,3
17622P-22MM,66.00,194.83,3
28694P,62.00,183.02,3
13618SET,128.00,314.88,0
18118B,346.00,723.49,3
14121SET,107.00,289.54,0
15786B,517.00,1081.05,3
17862BG,184.00,407.38,0
M/008G8K,159.00,391.14,3
M/009G8K,140.00,344.40,0
M/005G8K,163.00,360.88,3
M/007G8K,92.00,248.95,3
ALBR028,152.00,373.92,0
AP12985PRH,22.00,70.36,0
AP12989PRH,22.00,70.36,3
AP13041PRH,33.00,105.53,0
AP13038PRH,36.00,115.13,3
AP13037PRH,43.00,126.94,3
AP13036PRH,41.00,121.03,3
AP13039PRH,35.00,111.93,3
AP13035PRH,46.00,135.79,3
M/015G8K,106.00,286.84,3
M/016G8K,159.00,391.14,3
AE18755ERH,19.00,60.76,0
AE18981ERH,22.00,70.36,3
M/017G8K,173.00,383.02,0
AE10270ERH,19.00,60.76,0
AE10270PRH,17.00,54.37,3
AE20414,34.00,108.73,3
AE20399ERH,37.00,118.33,3
AE20415ERH,44.00,129.89,3
AE20407ERH,37.00,118.33,3
AE20389ERH,35.00,111.93,3
AE20411ERH,37.00,118.33,3
AP12176RH,45.00,132.84,0
AP13775RH,32.00,102.34,3
AP13356RH,48.00,141.70,0
AP13731RH,52.00,153.50,3
AP13774RH,33.00,105.53,0
AP13372RH,40.00,127.92,0
AP12176-1RH,35.00,111.93,3
AP13245RH,37.00,118.33,0
AP13386RH,44.00,129.89,0
ALBEADS0245RH,58.00,171.22,3
AP13654RH,58.00,171.22,3
AP13662RH,41.00,121.03,3
AP13475RH,40.00,127.92,0
AP13388RH,43.00,126.94,0
AP13351RH,39.00,124.72,0
AP13776RH,52.00,153.50,3
AP13408RH,40.00,127.92,3
AP13399RH,43.00,126.94,3
AP12174-2RH,40.00,127.92,0
AP13363RH,48.00,141.70,3
AP13409,37.00,118.33,0
DZ128YG,43.00,126.94,3
CR72,276.00,611.06,3
CR73,185.00,409.59,3
AMJ-095,19.00,60.76,0
AMJ-094,28.00,89.54,0
AE19287ERH,23.00,73.55,3
AE19289ERH,17.00,54.37,0
AE19284ERH,15.00,57.20,3
AE18898ERH,23.00,73.55,0
E-0722KMRH-1W,25.00,79.95,3
AE19201ERH,22.00,70.36,3
AE19035ERH,14.00,53.38,0
AE19093ERH,21.00,67.16,3
AE18653ERH,15.00,57.20,3
AE18649ERH,17.00,54.37,3
AE19013ERH,21.00,67.16,0
AE19015ERH,20.00,63.96,0
AE18968ERH,19.00,60.76,0
14089B,490.00,1024.59,0
16763B,280.00,619.92,0
17513B,516.00,1078.96,3
AE18674ERH,21.00,67.16,0
AE18678ERH,17.00,54.37,3
AE18685ERH,19.00,60.76,0
29471BG,179.00,396.31,3
29422BG,251.00,555.71,0
19576BG,227.00,502.58,0
12789BG,256.00,566.78,3
17379BG,234.00,518.08,0
22286BG,182.00,402.95,3
23931BG,258.00,571.21,3
17374BG,176.00,389.66,0
PSE0050G8K,238.00,526.93,3
14090SET,131.00,322.26,0
17334SET,150.00,369.00,0
14933P,77.00,227.30,0
13621BH,278.00,615.49,3
17334P,95.00,257.07,0
16123BH,325.00,719.55,3
KP0232EG8K,198.00,438.37,3
PNE0001G8K+WP,242.00,535.79,0
PNE0016G8K+W,219.00,484.87,0
E1457EG8K,440.00,920.04,3
PSE0040G8K,198.00,438.37,3
NEV0002E8K,142.00,349.32,0
SGE2036EG8K,112.00,303.07,0
SGM0289EG8K,142.00,349.32,0
PNE0009G8K,287.00,635.42,0
PZE0498G8K,117.00,316.60,0
QS0965S,29.00,92.74,3
PZE0364G8K+5MM,207.00,458.30,3
QS0095Y,19.00,60.76,3
PZE0445EG8K,150.00,369.00,0
PZE0505EG8K,124.00,305.04,0
SGE0795EG8K,138.00,339.48,0
SGE1002EG8K,145.00,356.70,0
SGE1376EG8K,182.00,402.95,3
PZE0364G8K+6MM,209.00,462.73,3
PZE0364G8K+7MM,276.00,611.06,3
PZE0364G8K+8MM,311.00,688.55,3
PZE0416EG8K,221.00,489.29,0
KP0092EG8K,323.00,715.12,3
PZE0429EG8K,238.00,526.93,3
SGE0789EG8K,133.00,327.18,0
SGE0817EG8K,171.00,378.59,0
SGE1366EG8K,135.00,332.10,0
SGE1342EG8K,143.00,351.78,0
SGE1882EG8K,167.00,369.74,3
PNP0042EG8K,166.00,367.52,3
KP0364PG8K,111.00,300.37,0
PZE0459EG8K,172.00,380.81,0
SGE2021EG8K,156.00,383.76,0
SGE2024EG8K,124.00,305.04,0
SGE2170EG8K,186.00,411.80,3
SGE0906EG8K,166.00,367.52,0
SD0014EG8K+X,150.00,369.00,3
PZE0091EG8K,158.00,388.68,0
PZE0091EG8K+X,138.00,339.48,0
PZE0752EG8K,224.00,495.94,0
SGE1604EG8K,246.00,544.64,0
SGE1620EG8K,178.00,394.09,0
SGE1609EG8K,282.00,624.35,3
SGE1640EG8K,207.00,458.30,3
PKE0022EG8K,261.00,577.85,0
PZE0016EG8K,200.00,442.80,0
SGE1655EG8K,207.00,458.30,0
SGE1760EG8K,268.00,593.35,0
SGE0690EG8K,154.00,378.84,0
PNP0041EG8K,183.00,405.16,3
ALBR029,176.00,389.66,0
SGE0914EG8K,172.00,380.81,0
SGE0794EG8K,111.00,300.37,3
SGE1254EG8K,179.00,396.31,3
SGE1387EG8K,145.00,356.70,0
SGE0666EG8K,195.00,431.73,3
SGE0802EG8K,135.00,332.10,3
SGE1282EG8K,111.00,300.37,3
SGE2122EG8K,145.00,356.70,3
SGE0624EG8K,121.00,327.43,0
SGE0673EG8K,149.00,366.54,3
SGE0675EG8K,134.00,329.64,0
SGE0976EG8K,116.00,313.90,0
SGE0980EG8K,130.00,319.80,0
SGE1001EG8K,143.00,351.78,0
SGE1255EG8K,166.00,367.52,0
SGE1705EG8K,116.00,313.90,3
SGE1883EG8K,129.00,317.34,3
SGE1884EG8K,122.00,300.12,0
SGE2008EG8K,183.00,405.16,0
SGE2040EG8K,98.00,265.19,3
SGE2042EG8K,125.00,307.50,3
SGE2059EG8K,144.00,354.24,3
SGE2230EG8K,172.00,380.81,0
SGE2306EG8K,125.00,307.50,3
LU080G8KRED,53.00,156.46,0
KCE0016E14K+WW,382.00,798.76,0
ALMS012S,23.00,73.55,0
ALMS001S,25.00,79.95,0
593-K,76.00,224.35,0
593-Z,47.00,138.74,0
542-K,73.00,215.50,0
542-Z,66.00,194.83,0
595-K,88.00,238.13,3
595-Z,67.00,197.78,0
597-K,85.00,230.01,0
597-Z,83.00,224.60,0
594-K,76.00,224.35,0
594-Z,64.00,188.93,0
598-K,109.00,294.95,0
598-Z,78.00,230.26,0
596-K,58.00,171.22,0
596-Z,83.00,224.60,0
557-K,100.00,270.60,3
557-Z,43.00,126.94,0
566-K,73.00,215.50,3
566-Z,35.00,111.93,3
539-B,580.00,1212.78,0
K781,21.00,67.16,0
566-B,146.00,359.16,3
596-B,155.00,381.30,0
557-B,139.00,341.94,0
598-B,176.00,389.66,0
593-B,137.00,337.02,0
597-B,178.00,394.09,0
594-B,106.00,286.84,0
542-B,202.00,447.23,0
595-B,175.00,387.45,3
PAP0300-1G14K,176.00,389.66,3
PZE0667EG14K,245.00,542.43,0
PZE0690EG14K,347.00,725.58,0
PZE0118EG14K,299.00,661.99,0
PZE0124EG14K,268.00,593.35,0
GS015-1,29.00,92.74,0
QS0646,31.00,99.14,0
BEADNEW7-1,13.00,49.57,3
ALC060NR,31.00,99.14,0
CELK01SR,26.00,83.15,0
CELK05SY,25.00,79.95,3
CELK18Y,28.00,89.54,3
CELK19RH,21.00,67.16,3
QS0624,26.00,83.15,3
QS096STAR,19.00,60.76,3
PAS305-1,14.00,53.38,0
ALMS006Y,28.00,89.54,0
ALMS010Y,28.00,89.54,0
AE18974ERH,14.00,53.38,3
ALMS022Y,31.00,99.14,3
AE19163ERH,17.00,54.37,3
AE19088ERH,47.00,138.74,3
AE18900ERH,26.00,83.15,3
AE12965ERH,57.00,168.26,3
LU072G8KRED,39.00,124.72,0
LU072G8KSAPPHIRE,43.00,126.94,0
LU061G8KSAPPHIRE,75.00,221.40,0
LU064G8KSAPPHIRE,72.00,212.54,0
LU065G8KSAPPHIRE,92.00,248.95,0
LU069G8KSAPPHIRE,55.00,162.36,0
LU071G8KRED,39.00,124.72,0
LU071G8KSAPPHIRE,39.00,124.72,0
LU059G8KSAPPHIRE,41.00,121.03,0
PSE0681G8K+ANG,213.00,471.58,0
CL99Z,28.00,89.54,3
1BR64710BRH,76.00,224.35,0
DZ094-3,45.00,132.84,0
HP004+ARH,23.00,73.55,3
HP004+KRH,23.00,73.55,3
HP004+ORH,26.00,83.15,3
HP004+RRH,23.00,73.55,3
CR444S,53.00,156.46,3
ALP636,174.00,385.24,3
ALP034,68.00,200.74,0
AE13020RH,15.00,57.20,3
SET-2490E,33.00,105.53,0
SET-2488E1RHPIN,33.00,105.53,0
AE19155ERH,14.00,53.38,0
415E7138+B,29.00,92.74,3
AE19016ERH,12.00,45.76,0
AE18948ERH,20.00,63.96,3
AE19216ERH,14.00,53.38,3
AE19196ERH,21.00,67.16,3
AE19064ERH,17.00,54.37,3
AE19031ERH,22.00,70.36,3
AE18955ERH,12.00,45.76,0
AE19084ERH,21.00,67.16,3
AE19148ERH,17.00,54.37,3
AE18908ERH,26.00,83.15,3
AE19079-1ERH,24.00,76.75,3
AE19017ERH,17.00,54.37,3
AE18970ERH,17.00,54.37,3
AE4389,23.00,73.55,3
ALCYR0451ERH,31.00,99.14,3
AP13771-3,39.00,124.72,3
AP13771,41.00,121.03,3
AP13771-1,37.00,118.33,0
AP13771-2,37.00,118.33,0
AP13770,33.00,105.53,0
AP13770-1,33.00,105.53,3
AP13770-2,33.00,105.53,0
RE0254KRH,26.00,83.15,0
RE0074KRH,59.00,174.17,0
RE0075KRH,79.00,233.21,3
ALSER0087PRH+AQ,26.00,83.15,0
KOL0003RH,26.00,83.15,0
AE19223ERH,23.00,73.55,3
ALCYR0839SET,58.00,171.22,3
LAS001,129.00,317.34,0
ALCYR0095RHSET,156.00,383.76,3
ALCYR0267SET,47.00,138.74,0
ME02921A,17.00,54.37,0
ME02921A X,21.00,67.16,0
LU056G8KBEIGE,58.00,171.22,0
LU056G8KGRAY,58.00,171.22,0
LU056G8KMINT,58.00,171.22,0
LU056G8KYELLOW,58.00,171.22,0
LU064G8KYELLOW,72.00,212.54,0
LU064G8KMINT,72.00,212.54,0
LU071G8KYELLOW,39.00,124.72,0
LU064G8KGRAY,72.00,212.54,0
LU064G8KBEIGE,72.00,212.54,0
LU071G8KBEIGE,39.00,124.72,0
LU071G8KMINT,39.00,124.72,0
LU071G8KGRAY,39.00,124.72,0
LU072G8KBEIGE,39.00,124.72,0
LU072G8KMINT,39.00,124.72,0
LU072G8KYELLOW,39.00,124.72,0
LU060G8KYELLOW,77.00,227.30,0
LU060G8KBEIGE,77.00,227.30,0
LU060G8KMINT,77.00,227.30,0
LU060G8KGRAY,77.00,227.30,0
SE05116A,23.00,73.55,0
SE05092A,44.00,129.89,3
ME03828A,20.00,63.96,0
SE03781A,22.00,70.36,0
SPC3434A,44.00,129.89,3
CRAL0012,21.00,67.16,0
ALL0001N,8.00,30.50,3
AN464BR,28.00,89.54,0
ALCN175G14K,164.00,363.10,0
PL0459S14K,244.00,540.22,0
PP0354PRH,45.00,132.84,3
PP0352PRH,56.00,165.31,3
PP0348PRH,23.00,73.55,0
PP0355PRH,34.00,108.73,3
PP0347PRH,33.00,105.53,0
MP01903Y,28.00,89.54,3
AE20409,37.00,118.33,3
AE20405,37.00,118.33,3
AE20395ERH,47.00,138.74,3
AE20404-1,37.00,118.33,3
AE20392,36.00,115.13,3
AE20413ERH,35.00,111.93,0
AE20397ERH,34.00,108.73,3
AE20403ERH,32.00,102.34,3
AE20404ERH,26.00,83.15,0
AE20396ERH,35.00,111.93,3
AE20400,35.00,111.93,3
OP003ERHBLUE,34.00,108.73,3
AE20410,39.00,124.72,3
AE20408ERH,35.00,111.93,3
AE20402ERH,61.00,180.07,3
AE20401ERH,58.00,171.22,3
AE20412ERH,41.00,121.03,3
OP004ERHBLUE,33.00,105.53,3
AE20416ERH,43.00,126.94,3
AE20418ERH,63.00,185.98,3
AE20500ERH,39.00,124.72,3
AP9291RH,23.00,73.55,0
AP9293RH,14.00,53.38,0
AP9294RH,24.00,76.75,0
AP9295RH,26.00,83.15,0
AP9296RH,24.00,76.75,0
HP018BRH,36.00,115.13,0
AE20501ERH,62.00,183.02,3
AE20502ERH,58.00,171.22,3
NK0036EG14K,407.00,851.04,0
NA003EG14K,407.00,851.04,0
NA001EG14K,499.00,1043.41,0
NA002EG14K,443.00,926.31,0
NA004EG14K,289.00,639.85,0
NA005EG14K,311.00,688.55,0
NA006EG14K,311.00,688.55,0
NA007EG14K,402.00,840.58,0
NA008EG14K,358.00,748.58,0
